lz_id,lz_status,lz_name,lz_city,lz_county,lz_state,lz_zip,lz_country,lz_type,lock_group_id,added_id,added_time,update_id,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
2208,1,Baycare Morton Plant Hospital,Clearwater,,FL,34616,,1,0,25,2013-10-20 11:14:41,2064,2016-02-17 13:22:51,2208,1200 DRUID ROAD SOUTH,,0,0,0,0,0,0,,,,,,,,,,,,,,,06FL,,,,27.95355,-82.806244,Ground pad located about 1/4 sm west of hospital just off the bay. Turf surface marked with a concrete H.,"Windsock east of and close to pad&#044; trees south and buildings NE of pad.  Pad seems to be slowly sinking down on the west end.  Lights are high and close to pad.

Ongoing construction at the seawall to the west of the pad which will eventually effect the street to the north of the pad.  (est June &#039;15-December &#039;16).  

Also&#044; from June 1&#044; 2015 thru July 2016&#044; a 174&#039; lighted tower crane with a 230&#039; arm will be located over the main hospital building.  Rises approximately 40&#039; over the highest antenna on the hospital.  Should not affect operations at the helipad as long as the main hospital is not overflown.",Best to come in over the intercoastal waterway&#044; west of pad,200x200,,turf,yes,,yes,0,0,,0,0,,
2209,1,Baycare Morton Plant Mease Countryside,Safety Harbor,,FL,,,1,0,25,2013-10-20 11:19:36,271,2015-05-05 10:21:08,2209,3231 N McMullen Booth Rd,,0,0,0,0,0,0,,,,,,,,,,,,,,,36FL,,,,28.042708,-82.708181,Ground pad located 1 block north of hospital. Hospital east of golf course,Trees south of pad&#044; power lines west of pad,East / west / north,60x60,,concrete,yes,,yes,0,0,,0,0,Ground pad. FD needs to be contacted before landing and departure. They arrequired to be there due to local rules. Ground transportation with local EMS ( sunstar) needs to be arranged between pad and hospital due to distance,
2182,1,Bayfront Health Brooksville,Brooksville,,FL,,,1,0,25,2013-10-19 14:31:21,271,2015-05-05 09:04:55,2182,17240 Cortez Blvd,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28.538775,-82.441756,Ground pad east of hospital,Buildings west and south of pad,,,,concrete,yes,,,0,0,,0,0,,
5277,1,Bayfront Health Dade City,Dade City,,FL,,,1,0,1459,2015-01-27 12:19:11,1493,2015-02-13 20:23:04,5277,131000 Fort King Road,,0,0,0,0,0,0,352-521-1100,,,,,,,,,,,,,,,,,,28.347884,-82.200723,Pad is on the South side of the Hospital,Hospital LOX system 50&#039; South of landing area.  250&#039; tower approx. 125&#039; away. Be aware of uneven landing surface,West / East,,,Grass,,89,,0,0,,0,0,,
5269,1,Bayfront Health Oak Hill,Brooksville,,FL,,,1,0,1447,2015-01-22 15:22:29,271,2015-05-05 09:11:59,5269,11375 Cortez Boulevard,Brooksville&#044; Florida 34613,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28.53585,-82.534039,,"Oak Hill Hospital is going to be constructing a 3rd and 4th floor on top of their new North Tower building.  Construction starts immediately and will last for approximately a year and a half (till Oct of &#039;16)

There will be a portable 200’ crane operating north of the North Tower along its entire length (see attachment).  This crane will ostensibly be lit at night and is flagged.  We are also asking the construction crews to lower it to the level of the top of the building at night.  None of the construction should directly affect helicopter operations.

However&#044; overflight over the entire construction area should be avoided and approaches and departures made from North west through South as per the attached diagram.",During construction&#044; from North&#044; west through South (avoid east of the helipad),,,,,,,0,0,,0,0,,
2147,1,Bayfront Health Punta Gorda,Punta Gorda,,FL,33950,,1,0,25,2013-10-18 14:56:22,1521,2015-03-04 07:42:19,2147,809 E Marion Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26.941942,-82.038639,Ground pad NE of hospital. Hospital east of HWY 41 and East of i75,Power lines north and west of pad. Towers south of pad.,,,,asphalt,yes,,yes,0,0,,0,0,,
5268,1,Bayfront Health Spring Hill ,Spring Hill ,,FL,,,1,0,1447,2015-01-22 14:58:41,1447,2015-01-22 15:19:36,5268,10461 Quality Drive&#044; Spring Hill&#044; Florida 34609,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28.437432,-82.540904,"&quot;**LZ ON EAST SIDE OF HOSPITALWINDSOCK ON EAST SIDE OF PAD. 
ONLY PAD HAS LIGHTS AND A FENCE",,,,,,,,,0,0,,0,0,,
2137,1,Bayfront Health St. Petersburg,St Petersburg,,FL,33701,,1,0,25,2013-10-18 13:34:28,2534,2017-02-01 15:07:00,2137,701 6TH ST. SOUTH,,2,0,0,0,0,0,727-893-6010,727-553-7785,,,727-893-6144,N/A,,,N/A,Pinellas Co. Med-8,,,,,2FD3,Pinellas Co. Med-8 (800 MHz),,,27.763024,-82.64226,Two rooftop helipads separated by elevator building.  North pad is primary as it is closest to elevator to Emergency Department.,Buildings east and west of pads. Building between North and South pads. South pad safety net/fence angles up above height of pad.  Low-tailed aircraft (e.g.&#044; EC135) should exercise caution.  All Children&#039;s hospital rooftop helipad is located 1/8 mile NW.  Expect up to a 30-degree compass error due to magnetic interference on the helipad.,"Helipads are no longer controlled; all helicopters are requested to deconflict/self-announce on 123.025 MHz.  

Hospital within Albert Whitted Airport (KSPG)&#039;s surface area.  

Avoid approaching/departing from the SW through SE due to noise abatement.  (See photo.)",28x28,,concrete,yes,128 ft,yes,0,0,,0,0,,"Interfacility Flights:
Communications Centers for inbound helicopters must provide telephonic notification to BHSP’s Security Department as soon as possible&#044; but no later than 20 minutes prior to ETA using the below phone number.  If a stretcher is needed&#044; Security should be informed at this time:

Security:  (727) 893-6144

Scene Calls:
For scene calls inbound to BHSP&#044; in addition to the Security Department notification above&#044;  notify the ED with aircraft ETA and any initial patient information at the following phone number:

Emergency Department:   (727) 553-7785

In addition&#044; if the helicopter does not have the ability to communicate directly with the ED on the Pinellas Co. Med-8 800 MHz frequency&#044; detailed patient information shall be relayed telephonically to the ED using the above phone number.

Please provide updates to the same departments if there is a significant change in the helicopter’s ETA."
2138,1,Bayonet Point/ Regional Medical Center,Hudson,,FL,34667,,1,0,25,2013-10-18 13:40:37,1459,2015-01-28 13:15:49,2138,14000 FIVAY ROAD,,2,0,0,0,0,0,727-869-5411,727-861-8110,,,,,,,,,,,,,FL32,,,,28.362394,-82.688014,Ground pad north side of hospital.  Pad lit at night.,37 FT POWER LINE 200 FT NORTH&#044; BLDGS IN ALL QUADRANTS,,60x60,,concrete,yes - lit,10&#039;,yes,0,0,,0,0,,
32184,1,BCEL - BIG CYPRESS ELEMENTARY SCHOOL,Naples,,FL,34120,,2,0,3011,2017-10-16 16:21:55,3011,2019-11-09 17:13:06,32184,3250 Golden Gate Blvd W,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26.22661,-81.672308,,"LZ is school&#039;s sports field without flood lights (NOT Max Hesse community park)
2 tall towers E of field
Flood lights W of field
Trees on S side","LZ is school&#039;s sports field without flood lights (NOT Max Hesse community park)
2 tall towers E of field
Flood lights W of field
Trees on S side",,,,,,,0,0,,0,0,,
6109,1,Bert Fish Medical Center,New Smyrna Beach,,FL,,,1,0,2069,2015-12-03 20:48:28,2069,2015-12-03 20:48:28,6109,401 Palmetto Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,29.021544,-80.920916,partially Fenced open field with a T walkway from landing area to gate.,"Trees, wires, light and telephone poles and can be dusty.",,90X65,,Grass,No,,No,0,0,,0,0,,
2139,1,Bethesda Memorial Hospital,Boynton Beach,,FL,33435,,1,0,25,2013-10-18 13:47:07,25,2013-10-18 13:47:07,2139,2815 SOUTH SEACREST BLVD,,0,1,0,0,0,0,561-737-7733 ext 84704,,,,,,,,,,,,,,88FD,,,,26.505236,-80.070419,Rooftop pad NW corner of hospital. Hospital located just east of i95.,500 FT RADIO TWR AND FLOOD LIGHTS SW OF PAD,,54x54,,Concrete,yes,,yes,0,0,,0,0,,
2140,1,Blake Medical Center,Bradenton,,FL,34209,,1,0,25,2013-10-18 13:51:30,25,2013-10-18 13:51:30,2140,2020-59TH ST WEST,,0,0,0,0,0,0,941-798-6191,,,,,,,,,,,,,,5FL2,,,,27.482139,-82.622433,Ground pad east side of hospital.,80' BLDG 100' SW OF PAD,,80x80,,Concrete,yes,,yes,0,0,,0,0,,
33138,1,Blue Cedar -- South Lake Hospital ER, Leesburg,,FL,34748,,1,0,2026,2019-03-02 04:58:05,2026,2019-03-02 11:30:40,33138,22316 US Hwy. 27,,0,0,0,0,0,0,,,,,,,,,,,,,,,90FA,,,,28.672,-81.850833,,,,,,,,113,,0,0,,0,0,,
5571,1,Brandon Regional Hospital,Brandon,,FL,,,1,0,271,2015-05-05 15:54:19,3,2015-05-05 16:32:12,5571,119 Oakfield Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,5FL3,,,,27.9326,-82.288834,Ground pad on west side of hospital.,Trees west through south.,,40x40,,Concrete,Yess,50,Yes,0,0,,0,0,,
2141,1,Brandon Regional Hospital,Brandon,,FL,33511,,2,0,25,2013-10-18 13:56:45,1488,2015-02-14 17:50:44,2141,119 Oakfield Drive,,0,0,0,0,0,0,813-681-5551,,,,,,,,,,,,,,5FL3,,,,27.932575,-82.288839,Ground pad West side of hospital.,Tall trees N&#044; S&#044; and W of pad.,,40 x 40 ft,,concrete,yes,,yes,0,0,,0,0,,
32953,1,Bronson Bravo 9,Bronson,,FL,,,2,0,1049,2018-08-26 18:18:10,1049,2018-08-26 18:18:10,32953,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,29.4635,-82.628,,,,,,,,,,0,0,,0,0,,
32954,1,Bronson Speedway A-9,Bronson,,FL,,,2,0,1049,2018-08-26 18:28:57,1049,2018-08-26 18:28:57,32954,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,29.473333,-82.608333,,,,,,,,,,0,0,,0,0,,
2142,1,Broward General Medical Center,Ft Lauderdale,,FL,33316,,1,0,25,2013-10-18 14:04:03,25,2013-10-18 14:04:03,2142,1600 S. ANDREWS AVE,,0,0,0,0,0,0,,,,,,,,,,,,,,,6FD8,,,,26.103364,-80.140503,Rooftop pad north side of hospital.,Buildings south and west of pad. Ft Lauderdale airport south of the hospital.,,60x60,,Concrete,yes,,yes,0,0,,0,0,,
32198,1,CAKE - CAMP KEAIS RD. & IMMOKALEE RD,Naples,,FL,,,2,0,3011,2017-10-16 16:44:43,3011,2018-04-27 12:37:11,32198,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26.3745,-81.416,,"Double set of powerlines W along Immokalee Rd.
Slightly rough terrain with ravine along Camp Keais Rd.
Landing on Camp Keais Rd. is possible",,,,,,,,0,0,,0,0,,
6153,1,"CAL1 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 15:45:14,2071,2015-12-13 08:12:53,6153,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.4585,-85.0495,28&#039; x 30&#039; Concrete helipad,Power lines on North side and East side of helipad,,190&#039; x 110&#039; field,,concrete,no,75&#039;,no,0,0,,0,0,,Calhoun-Liberty Hospital
6163,1,"CAL10 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 16:15:42,2071,2015-12-13 08:13:12,6163,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.4515,-85.067333,Sam Atkins baseball park,Light poles and fences,,320&#039; x 150&#039;,,sod,no,86,no,0,0,,0,0,,
6164,1,"CAL11 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 16:20:54,2071,2015-12-13 08:13:35,6164,,,0,0,0,0,0,0,,,,,,,,,,,,,,,F95,,,,30.488333,-85.112667,Calhoun County Airport. Helipad on East side of runway next to hangars,parachute activity,,,,concrete,yes,116,yes (PCL) MIRL-PAPI,0,0,,0,0,,
6165,1,"CAL12 - Calhoun County, FL",Altha,,FL,,,2,0,2071,2015-12-11 16:25:06,2071,2015-12-13 08:13:51,6165,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.572816,-85.122067,Altha Softball fields,light poles around ball fields,,460&#039; x 302&#039;,,sod,no,208&#039;,no,0,0,,0,0,,
6167,1,"CAL13 - Calhoun County, FL",Mossy Pond,,FL,,,2,0,2071,2015-12-11 16:29:05,2071,2015-12-13 08:14:15,6167,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.522167,-85.307,open field near mossy pond,wires along road,,268&#039; x 140&#039;,,sod,no,205,no,0,0,,0,0,,
6168,1,"CAL14 - Calhoun County, FL",Clarkesville,,FL,,,2,0,2071,2015-12-11 16:32:06,2071,2015-12-13 08:14:36,6168,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.446167,-85.1815,baseball field,fence around field,,250&#039; x 280&#039;,,sod/dirt,no,50,no,0,0,,0,0,,
6169,1,"CAL15 - Calhoun County, FL",Kinard,,FL,,,2,0,2071,2015-12-11 16:35:13,2071,2015-12-13 08:14:53,6169,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.267167,-85.242833,baseball field,light poles and fence around field,,260&#039; x 260&#039;,,sod,no,64&#039;,no,0,0,,0,0,,
6170,1,"CAL16 - Calhoun County, FL",Scott's Ferry,,FL,,,2,0,2071,2015-12-11 16:40:02,2071,2015-12-13 08:15:11,6170,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.290667,-85.1385,land on parking lot/road in front of fire department,security required to stop traffic,,100&#039; x 150&#039;,,asphalt,no,33&#039;,no,0,0,,0,0,,
6171,1,"CAL17 - Calhoun County, FL",Clarkesville,,FL,,,2,0,2071,2015-12-11 16:46:01,2071,2015-12-13 08:15:28,6171,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.456445,-85.188652,Land on the parking lot / road in front of Traveler&#039;s Rest Church,Wires directly behind church.,,100&#039; x 100&#039;,,asphalt,no,114&#039;,no,0,0,,0,0,,
6172,1,"CAL18 - Calhoun County, FL",Ocheesee Landing,,FL,,,2,0,2071,2015-12-11 16:53:29,2071,2015-12-13 08:15:47,6172,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.596667,-84.977833,parking lot at Baseball field complex,light poles and fences around fields. wires along road.,,160&#039; x 90&#039;,,asphalt,no,118,no,0,0,,0,0,,
6154,1,"CAL2 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 15:51:01,2071,2015-12-13 08:16:07,6154,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.455833,-85.041667,Blountstown Elementary School,,,320&#039; x 180&#039;,,sod,no,69&#039;,no,0,0,,0,0,,
6155,1,"CAL3 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 15:53:21,2071,2015-12-13 08:16:23,6155,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.448712,-85.048572,Football field,Light poles around field,,380&#039; x 190&#039;,,sod,no,62,no,0,0,,0,0,,
6156,1,"CAL4 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 15:56:26,2071,2015-12-13 08:16:41,6156,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.431908,-85.056721,closed car dealership parking lot,light poles in parking lot. wires along road and the Southwest side of LZ,,90&#039; x 160&#039;,,asphalt,no,63,no,0,0,,0,0,,
6157,1,"CAL5 - Calhoun County, FL",Blountstown,,FL,,,2,0,2071,2015-12-11 16:00:57,2071,2015-12-13 08:17:01,6157,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30.431157,-85.037308,Blountstown Middle School,Water tower on Northeast side of school. Light pole on Northeast corner of LZ,,310&#039; x 120&#039;,,sod,no,54&#039;,no,0,0,,0,0,,
